id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::CC,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::Entry,(undef)
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::SEN,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::RFC1035,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::RFC1738,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::RFC1808,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::RFC2384,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::RFC2396,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::RFC2806,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::fax,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::file,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::ftp,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::gopher,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::http,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::news,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::pop,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::prospero,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::tel,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::telnet,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::tv,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::URI::wais,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::_support,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::balanced,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::comment,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::delimited,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::lingua,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::list,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::net,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::number,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::profanity,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::whitespace,2016020301
id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz,Regexp::Common::zip,2016020301
id/A/AL/ALEXMV/DBIx-SearchBuilder-1.66.tar.gz,DBIx::SearchBuilder,1.66
